Reading Profile files in profile.*

FUNCTION SUMMARY (total):
---------------------------------------------------------------------------------------
%Time    Exclusive    Inclusive       #Call      #Subrs  Inclusive Name
              msec   total msec                          usec/call 
---------------------------------------------------------------------------------------
100.0      1152082     44556705          32 3.09658E+06 1392397046 .TAU application
 80.4         1229     35843158          32      127663 1120098694 Driver_Main
 77.4       126687     34482735         288 9.12834E+06  119731719 Mesh::Initialize
  0.0        0.305        0.305           1           0        305 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f112] [device=0]
  0.0        0.305        0.305           1           0        305 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f15] [device=0]
  0.0        0.305        0.305           1           0        305 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f3] [device=0]
  0.0        0.305        0.305           1           0        305 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same145] [device=0]
  0.0        0.304        0.304           1           0        304 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f17] [device=0]
  0.0        0.303        0.303           1           0        303 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f102] [device=0]
  0.0        0.303        0.303           1           0        303 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f110] [device=0]
  0.0        0.302        0.302           1           0        302 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f109] [device=0]
  0.0        0.301        0.301           1           0        301 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f14] [device=0]
  0.0        0.300        0.300           1           0        300 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f106] [device=0]
  0.0        0.300        0.300           1           0        300 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f108] [device=0]
  0.0        0.300        0.300           1           0        300 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same146] [device=0]
  0.0        0.297        0.297           1           0        297 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f124] [device=0]
  0.0        0.297        0.297           1           0        297 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f126] [device=0]
  0.0        0.297        0.297           1           0        297 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f127] [device=0]
  0.0        0.297        0.297           1           0        297 Kokkos::parallel_for Kokkos::View::initialization [recvbuf144] [device=0]
  0.0        0.293        0.293           1           0        293 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f122] [device=0]
  0.0        0.293        0.293           1           0        293 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f123] [device=0]
  0.0        0.289        0.289           1           0        289 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f121] [device=0]
  0.0        0.289        0.289           1           0        289 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f125] [device=0]
  0.0        0.277        0.277           2           0        138 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f61] [device=0]
  0.0        0.274        0.274           2           0        137 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f66] [device=0]
  0.0        0.274        0.274          32           0          9 MPI_Type_free_keyval()
  0.0        0.272        0.272           2           0        136 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f60] [device=0]
  0.0        0.269        0.269           2           0        134 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f57] [device=0]
  0.0        0.268        0.268           2           0        134 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f59] [device=0]
  0.0        0.265        0.265           2           0        132 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f58] [device=0]
  0.0        0.260        0.260           2           0        130 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f62] [device=0]
  0.0        0.258        0.258           2           0        129 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f67] [device=0]
  0.0        0.256        0.256           2           0        128 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f55] [device=0]
  0.0        0.250        0.250           2           0        125 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f70] [device=0]
  0.0        0.248        0.248           2           0        124 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f69] [device=0]
  0.0        0.247        0.247           2           0        124 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f68] [device=0]
  0.0        0.245        0.245           2           0        122 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f72] [device=0]
  0.0        0.244        0.244           2           0        122 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f51] [device=0]
  0.0        0.243        0.243           2           0        122 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f49] [device=0]
  0.0        0.239        0.239           2           0        120 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f50] [device=0]
  0.0        0.237        0.237           2           0        118 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f71] [device=0]
  0.0        0.229        0.229           1           0        229 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f20] [device=0]
  0.0        0.222        0.222           1           0        222 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f118] [device=0]
  0.0        0.222        0.222           1           0        222 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f4] [device=0]
  0.0        0.216        0.216           1           0        216 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f85] [device=0]
  0.0        0.213        0.213           1           0        213 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f104] [device=0]
  0.0        0.210        0.210           1           0        210 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f46] [device=0]
  0.0        0.206        0.206           1           0        206 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f45] [device=0]
  0.0        0.161        0.161           1           0        161 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f38] [device=0]
  0.0        0.161        0.161           2           0         80 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f53] [device=0]
  0.0        0.159        0.159           1           0        159 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f32] [device=0]
  0.0        0.156        0.156           2           0         78 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f54] [device=0]
  0.0        0.152        0.152           2           0         76 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f52] [device=0]
  0.0        0.147        0.147           1           0        147 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f16] [device=0]
  0.0        0.142        0.142           1           0        142 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f88] [device=0]
  0.0        0.140        0.140           1           0        140 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f90] [device=0]
  0.0        0.133        0.133           1           0        133 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f56] [device=0]
  0.0        0.133        0.133           1           0        133 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f65] [device=0]
  0.0        0.133        0.133           1           0        133 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f87] [device=0]
  0.0        0.132        0.132           1           0        132 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f1] [device=0]
  0.0        0.131        0.131           1           0        131 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f28] [device=0]
  0.0        0.130        0.130           1           0        130 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f89] [device=0]
  0.0        0.059        0.059          32           0          2 MPI_Comm_rank() 
  0.0        0.030        0.030           1           0         30 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f22] [device=0]
  0.0        0.029        0.029          32           0          1 MPI_Comm_size() 
  0.0        0.003        0.003           1           0          3 MPI_Status_set_elements()
